,model,obs,score
460,"Cox PH Lasso, Barlow weights",750,0.051879063926704
461,"Cox PH Elastic Net, Barlow weights",750,0.051879063926704
462,"Survival Tree, unweighted",750,0.1118683970440497
463,"Survival Tree, random oversampler",750,0.0902138941753366
464,"Survival Tree, SMOTENC",750,0.0890325071361282
465,"Random Survival Forest, unweighted",750,0.0656170886913471
466,"Random Survival Forest, random oversampler",750,0.0541468178189676
467,"Random Survival Forest, SMOTENC",750,0.0547116693589315
468,Unweighted Cox PH,750,0.0516708065785499
469,"Cox PH, Barlow weights",750,0.0528393425731459
470,"Cox PH, Prentice weights",750,0.0497341132993991
471,"Cox PH, Self-Prentice weights",750,0.0518104618731355
472,"Cox PH Ridge, Barlow weights",750,0.0528393425731459
473,"Cox PH Lasso, Barlow weights",750,0.0528393425731459
474,"Cox PH Elastic Net, Barlow weights",750,0.0528393425731459
475,"Survival Tree, unweighted",750,0.1024672022623469
476,"Survival Tree, random oversampler",750,0.0993987197566921
477,"Survival Tree, SMOTENC",750,0.0975994654951764
478,"Random Survival Forest, unweighted",750,0.0658545163814189
479,"Random Survival Forest, random oversampler",750,0.0608648566656716
480,"Random Survival Forest, SMOTENC",750,0.0624510669127242
481,Unweighted Cox PH,750,0.0441504455887888
482,"Cox PH, Barlow weights",750,0.0489350349122117
483,"Cox PH, Prentice weights",750,0.0432759503973447
484,"Cox PH, Self-Prentice weights",750,0.0435551946574427
485,"Cox PH Ridge, Barlow weights",750,0.0489350349122117
486,"Cox PH Lasso, Barlow weights",750,0.0489350349122117
487,"Cox PH Elastic Net, Barlow weights",750,0.0489350349122117
488,"Survival Tree, unweighted",750,0.1085021261488489
489,"Survival Tree, random oversampler",750,0.0897098059143383
